filename,class_name,class_num,area,perimeter,circularity,solidity,extent,aspect_ratio,holes_count,center_cut_lines,mean_intensity,red_ratio,green_ratio,is_valid
premium-700.jpg,Normal,0,8577.5,354.7766926288605,0.8563679974139023,0.9904162577218405,0.7563932980599647,0.7142857142857143,1,21,123.13069873997709,40.687895659854945,35.22224823030106,True
premium-701.jpg,Normal,0,9936.0,383.01933157444,0.8510989579636966,0.9893458130040824,0.7603305785123967,0.75,0,19,133.6630370223718,41.29818420395664,35.49823827219352,True
premium-702.jpg,Normal,0,12094.0,434.617311835289,0.8045736138235569,0.9852947166890709,0.6924310088171304,0.8661971830985915,0,39,127.1801302931596,39.158902510321134,34.90699558609766,True
premium-703.jpg,Normal,0,9564.0,373.3624783754349,0.8621604370626749,0.9905235358086065,0.7702963917525774,0.7578125,0,19,101.09644252519021,42.03539693802762,35.35149463147413,True
premium-704.jpg,Normal,0,7919.5,343.9482650756836,0.8412428399935289,0.9868535825545172,0.737658345752608,0.7213114754098361,1,21,118.70112805255981,42.26513533320987,35.734047677332164,True
premium-705.jpg,Normal,0,10196.5,405.54624485969543,0.7790767049106809,0.9853594897564747,0.6959118209118209,0.668918918918919,1,35,135.73758318063457,41.725872451784625,35.85762417323571,True
premium-706.jpg,Normal,0,10471.5,436.2325360774994,0.6914848240391004,0.9757722592368262,0.7397739314729778,0.6375838926174496,0,30,145.00909858362255,40.59594243603972,35.51277357721371,True
premium-707.jpg,Normal,0,10177.0,400.19090485572815,0.7985373057536923,0.9841883854745902,0.7525140490979,0.6258503401360545,2,54,147.7464258114374,39.03898180526056,35.24015648560376,True
premium-708.jpg,Normal,0,9683.5,381.9482640028,0.8341288454266724,0.987356614835585,0.7630811662726557,0.6962962962962963,0,28,121.60142131979696,40.78170120851301,35.3536655885553,True
premium-709.jpg,Normal,0,12745.5,440.03152644634247,0.8271783430204499,0.9867993186745122,0.7276905509563232,0.7290322580645161,4,50,123.91982372042678,40.81290745204555,35.48356457259996,True
